date,ax_vibration_ms2.value
11/27/2025 5:07:54.917000000 PM,-0.0383072265625
11/27/2025 5:07:54.959000000 PM,0.17238251953125
11/27/2025 5:07:55.001000000 PM,0.06703764648437499
11/27/2025 5:07:55.041000000 PM,-0.17238251953125
11/27/2025 5:07:55.084000000 PM,-0.047884033203124995
11/27/2025 5:07:55.124000000 PM,-0.1149216796875
11/27/2025 5:07:55.167000000 PM,-0.009576806640625
11/27/2025 5:07:55.209000000 PM,0.229843359375
11/27/2025 5:07:55.249000000 PM,0.047884033203124995
11/27/2025 5:07:55.291000000 PM,0.09576806640624999
11/27/2025 5:07:55.334000000 PM,0.469263525390625
11/27/2025 5:07:55.375000000 PM,0.229843359375
11/27/2025 5:07:55.416000000 PM,0.28730419921875
11/27/2025 5:07:55.455000000 PM,0.258573779296875
11/27/2025 5:07:55.500000000 PM,-0.076614453125
11/27/2025 5:07:55.541000000 PM,-0.15322890625
11/27/2025 5:07:55.583000000 PM,0.06703764648437499
11/27/2025 5:07:55.625000000 PM,-0.086191259765625
11/27/2025 5:07:55.667000000 PM,0.05746083984375
11/27/2025 5:07:55.708000000 PM,0.507570751953125
11/27/2025 5:07:55.750000000 PM,0.45968671875
11/27/2025 5:07:55.789000000 PM,0.277727392578125
11/27/2025 5:07:55.833000000 PM,-0.0383072265625
11/27/2025 5:07:55.874000000 PM,-0.296881005859375
11/27/2025 5:07:55.913000000 PM,0.181959326171875
11/27/2025 5:07:55.955000000 PM,0.612915625
11/27/2025 5:07:55.994000000 PM,0.55545478515625
11/27/2025 5:07:56.036000000 PM,0.105344873046875
11/27/2025 5:07:56.078000000 PM,-0.076614453125
11/27/2025 5:07:56.118000000 PM,-0.13407529296874998
11/27/2025 5:07:56.161000000 PM,0.32561142578124996
11/27/2025 5:07:56.202000000 PM,0.45968671875
11/27/2025 5:07:56.241000000 PM,0.009576806640625
11/27/2025 5:07:56.284000000 PM,0.21068974609375
11/27/2025 5:07:56.322000000 PM,0.17238251953125
11/27/2025 5:07:56.367000000 PM,-0.076614453125
11/27/2025 5:07:56.410000000 PM,0.143652099609375
11/27/2025 5:07:56.450000000 PM,0.229843359375
11/27/2025 5:07:56.494000000 PM,0.047884033203124995
11/27/2025 5:07:56.536000000 PM,0.143652099609375
11/27/2025 5:07:56.575000000 PM,0.32561142578124996
