date,hall_switch.value
11/27/2025 5:07:55.725000000 PM,0
11/27/2025 5:07:55.766000000 PM,0
11/27/2025 5:07:55.810000000 PM,0
11/27/2025 5:07:55.849000000 PM,0
11/27/2025 5:07:55.890000000 PM,0
11/27/2025 5:07:55.932000000 PM,0
11/27/2025 5:07:55.971000000 PM,0
11/27/2025 5:07:56.013000000 PM,0
11/27/2025 5:07:56.052000000 PM,0
11/27/2025 5:07:56.094000000 PM,0
11/27/2025 5:07:56.137000000 PM,0
11/27/2025 5:07:56.177000000 PM,0
11/27/2025 5:07:56.218000000 PM,0
11/27/2025 5:07:56.261000000 PM,0
11/27/2025 5:07:56.300000000 PM,0
11/27/2025 5:07:56.342000000 PM,0
11/27/2025 5:07:56.384000000 PM,0
11/27/2025 5:07:56.427000000 PM,0
11/27/2025 5:07:56.471000000 PM,0
11/27/2025 5:07:56.511000000 PM,0
11/27/2025 5:07:56.552000000 PM,0
11/27/2025 5:07:56.596000000 PM,0
11/27/2025 5:07:56.635000000 PM,0
11/27/2025 5:07:56.676000000 PM,0
11/27/2025 5:07:56.716000000 PM,0
11/27/2025 5:07:56.758000000 PM,0
11/27/2025 5:07:56.807000000 PM,0
11/27/2025 5:07:56.847000000 PM,0
11/27/2025 5:07:56.889000000 PM,0
11/27/2025 5:07:56.932000000 PM,0
11/27/2025 5:07:56.974000000 PM,0
11/27/2025 5:07:57.016000000 PM,0
11/27/2025 5:07:57.057000000 PM,0
11/27/2025 5:07:57.098000000 PM,0
11/27/2025 5:07:57.139000000 PM,0
11/27/2025 5:07:57.179000000 PM,0
11/27/2025 5:07:57.220000000 PM,0
11/27/2025 5:07:57.260000000 PM,0
11/27/2025 5:07:57.302000000 PM,0
11/27/2025 5:07:57.343000000 PM,0
11/27/2025 5:07:57.385000000 PM,0
11/27/2025 5:07:57.427000000 PM,0
11/27/2025 5:07:57.468000000 PM,0
11/27/2025 5:07:57.508000000 PM,0
11/27/2025 5:07:57.549000000 PM,0
11/27/2025 5:07:57.588000000 PM,0
11/27/2025 5:07:57.639000000 PM,0
11/27/2025 5:07:57.682000000 PM,0
11/27/2025 5:07:57.722000000 PM,0
11/27/2025 5:07:57.764000000 PM,0
11/27/2025 5:07:57.806000000 PM,0
11/27/2025 5:07:57.848000000 PM,0
11/27/2025 5:07:57.890000000 PM,0
11/27/2025 5:07:57.931000000 PM,0
11/27/2025 5:07:57.974000000 PM,0
11/27/2025 5:07:58.017000000 PM,0
11/27/2025 5:07:58.057000000 PM,0
11/27/2025 5:07:58.099000000 PM,0
11/27/2025 5:07:58.141000000 PM,0
11/27/2025 5:07:58.182000000 PM,0
11/27/2025 5:07:58.225000000 PM,0
11/27/2025 5:07:58.265000000 PM,0
11/27/2025 5:07:58.307000000 PM,0
11/27/2025 5:07:58.349000000 PM,0
11/27/2025 5:07:58.389000000 PM,0
11/27/2025 5:07:58.431000000 PM,0
11/27/2025 5:07:58.472000000 PM,0
11/27/2025 5:07:58.513000000 PM,0
11/27/2025 5:07:58.555000000 PM,0
11/27/2025 5:07:58.593000000 PM,0
11/27/2025 5:07:58.639000000 PM,0
11/27/2025 5:07:58.681000000 PM,0
11/27/2025 5:07:58.722000000 PM,0
11/27/2025 5:07:58.764000000 PM,0
11/27/2025 5:07:58.805000000 PM,0
11/27/2025 5:07:58.845000000 PM,0
11/27/2025 5:07:58.888000000 PM,0
11/27/2025 5:07:58.929000000 PM,0
11/27/2025 5:07:58.972000000 PM,0
11/27/2025 5:07:59.014000000 PM,0
11/27/2025 5:07:59.053000000 PM,0
11/27/2025 5:07:59.097000000 PM,0
11/27/2025 5:07:59.139000000 PM,0
11/27/2025 5:07:59.180000000 PM,0
11/27/2025 5:07:59.221000000 PM,0
11/27/2025 5:07:59.261000000 PM,0
11/27/2025 5:07:59.305000000 PM,0
11/27/2025 5:07:59.347000000 PM,0
11/27/2025 5:07:59.386000000 PM,0
11/27/2025 5:07:59.429000000 PM,0
11/27/2025 5:07:59.468000000 PM,0
11/27/2025 5:07:59.511000000 PM,0
11/27/2025 5:07:59.554000000 PM,0
11/27/2025 5:07:59.592000000 PM,0
11/27/2025 5:07:59.637000000 PM,0
11/27/2025 5:07:59.679000000 PM,0
11/27/2025 5:07:59.718000000 PM,0
11/27/2025 5:07:59.765000000 PM,0
11/27/2025 5:07:59.816000000 PM,0
11/27/2025 5:07:59.874000000 PM,0
11/27/2025 5:07:59.917000000 PM,0
11/27/2025 5:07:59.957000000 PM,0
11/27/2025 5:07:59.999000000 PM,0
11/27/2025 5:08:00.041000000 PM,0
11/27/2025 5:08:00.083000000 PM,0
11/27/2025 5:08:00.124000000 PM,0
11/27/2025 5:08:00.163000000 PM,0
11/27/2025 5:08:00.207000000 PM,0
11/27/2025 5:08:00.249000000 PM,0
11/27/2025 5:08:00.288000000 PM,0
11/27/2025 5:08:00.329000000 PM,0
11/27/2025 5:08:00.371000000 PM,0
11/27/2025 5:08:00.411000000 PM,0
11/27/2025 5:08:00.452000000 PM,0
11/27/2025 5:08:00.491000000 PM,0
11/27/2025 5:08:00.535000000 PM,0
11/27/2025 5:08:00.578000000 PM,0
11/27/2025 5:08:00.618000000 PM,0
11/27/2025 5:08:00.662000000 PM,0
11/27/2025 5:08:00.704000000 PM,0
11/27/2025 5:08:00.743000000 PM,0
11/27/2025 5:08:00.786000000 PM,0
11/27/2025 5:08:00.824000000 PM,0
11/27/2025 5:08:00.868000000 PM,0
11/27/2025 5:08:00.909000000 PM,0
11/27/2025 5:08:00.949000000 PM,0
11/27/2025 5:08:00.993000000 PM,0
11/27/2025 5:08:01.036000000 PM,0
11/27/2025 5:08:01.077000000 PM,0
11/27/2025 5:08:01.120000000 PM,0
11/27/2025 5:08:01.166000000 PM,0
11/27/2025 5:08:01.207000000 PM,0
11/27/2025 5:08:01.248000000 PM,0
11/27/2025 5:08:01.287000000 PM,0
11/27/2025 5:08:01.330000000 PM,0
11/27/2025 5:08:01.372000000 PM,0
11/27/2025 5:08:01.412000000 PM,0
11/27/2025 5:08:01.455000000 PM,0
11/27/2025 5:08:01.494000000 PM,0
11/27/2025 5:08:01.537000000 PM,0
11/27/2025 5:08:01.579000000 PM,0
11/27/2025 5:08:01.618000000 PM,0
11/27/2025 5:08:01.663000000 PM,0
11/27/2025 5:08:01.702000000 PM,0
11/27/2025 5:08:01.743000000 PM,0
11/27/2025 5:08:01.787000000 PM,0
11/27/2025 5:08:01.826000000 PM,0
11/27/2025 5:08:01.867000000 PM,0
11/27/2025 5:08:01.915000000 PM,0
11/27/2025 5:08:01.953000000 PM,0
11/27/2025 5:08:01.997000000 PM,0
11/27/2025 5:08:02.036000000 PM,0
11/27/2025 5:08:02.077000000 PM,0
11/27/2025 5:08:02.122000000 PM,0
11/27/2025 5:08:02.161000000 PM,0
11/27/2025 5:08:02.203000000 PM,0
11/27/2025 5:08:02.247000000 PM,0
11/27/2025 5:08:02.286000000 PM,0
11/27/2025 5:08:02.329000000 PM,0
11/27/2025 5:08:02.367000000 PM,0
11/27/2025 5:08:02.409000000 PM,0
11/27/2025 5:08:02.454000000 PM,0
11/27/2025 5:08:02.492000000 PM,0
11/27/2025 5:08:02.533000000 PM,0
11/27/2025 5:08:02.578000000 PM,0
11/27/2025 5:08:02.616000000 PM,0
11/27/2025 5:08:02.658000000 PM,0
11/27/2025 5:08:02.700000000 PM,0
11/27/2025 5:08:02.740000000 PM,0
11/27/2025 5:08:02.784000000 PM,0
11/27/2025 5:08:02.826000000 PM,0
11/27/2025 5:08:02.864000000 PM,0
11/27/2025 5:08:02.908000000 PM,0
11/27/2025 5:08:02.947000000 PM,0
11/27/2025 5:08:02.989000000 PM,0
11/27/2025 5:08:03.034000000 PM,0
11/27/2025 5:08:03.072000000 PM,0
11/27/2025 5:08:03.116000000 PM,0
11/27/2025 5:08:03.155000000 PM,0
11/27/2025 5:08:03.196000000 PM,0
11/27/2025 5:08:03.241000000 PM,0
11/27/2025 5:08:03.280000000 PM,0
11/27/2025 5:08:03.322000000 PM,0
11/27/2025 5:08:03.364000000 PM,0
11/27/2025 5:08:03.403000000 PM,0
11/27/2025 5:08:03.444000000 PM,0
11/27/2025 5:08:03.483000000 PM,0
11/27/2025 5:08:03.524000000 PM,0
11/27/2025 5:08:03.566000000 PM,0
11/27/2025 5:08:03.605000000 PM,0
11/27/2025 5:08:03.647000000 PM,0
11/27/2025 5:08:03.693000000 PM,0
11/27/2025 5:08:03.732000000 PM,0
11/27/2025 5:08:03.773000000 PM,0
11/27/2025 5:08:03.812000000 PM,0
11/27/2025 5:08:03.854000000 PM,0
11/27/2025 5:08:03.898000000 PM,0
11/27/2025 5:08:03.937000000 PM,0
11/27/2025 5:08:03.979000000 PM,0
11/27/2025 5:08:04.026000000 PM,0
11/27/2025 5:08:04.064000000 PM,0
11/27/2025 5:08:04.105000000 PM,0
11/27/2025 5:08:04.144000000 PM,0
11/27/2025 5:08:04.185000000 PM,0
11/27/2025 5:08:04.226000000 PM,0
11/27/2025 5:08:04.275000000 PM,0
