date,gx_vibration_g.value
11/27/2025 5:07:54.942000000 PM,0.017578125
11/27/2025 5:07:54.981000000 PM,0.0068359375
11/27/2025 5:07:55.025000000 PM,-0.017578125
11/27/2025 5:07:55.067000000 PM,-0.0048828125
11/27/2025 5:07:55.106000000 PM,-0.01171875
11/27/2025 5:07:55.150000000 PM,-0.0009765625
11/27/2025 5:07:55.190000000 PM,0.0234375
11/27/2025 5:07:55.233000000 PM,0.0048828125
11/27/2025 5:07:55.275000000 PM,0.009765625
11/27/2025 5:07:55.314000000 PM,0.0478515625
11/27/2025 5:07:55.359000000 PM,0.0234375
11/27/2025 5:07:55.400000000 PM,0.029296875
11/27/2025 5:07:55.438000000 PM,0.0263671875
11/27/2025 5:07:55.484000000 PM,-0.0078125
11/27/2025 5:07:55.522000000 PM,-0.015625
11/27/2025 5:07:55.566000000 PM,0.0068359375
11/27/2025 5:07:55.609000000 PM,-0.0087890625
11/27/2025 5:07:55.648000000 PM,0.005859375
11/27/2025 5:07:55.691000000 PM,0.0517578125
11/27/2025 5:07:55.734000000 PM,0.046875
11/27/2025 5:07:55.773000000 PM,0.0283203125
11/27/2025 5:07:55.816000000 PM,-0.00390625
11/27/2025 5:07:55.855000000 PM,-0.0302734375
11/27/2025 5:07:55.897000000 PM,0.0185546875
11/27/2025 5:07:55.939000000 PM,0.0625
11/27/2025 5:07:55.977000000 PM,0.056640625
11/27/2025 5:07:56.020000000 PM,0.0107421875
11/27/2025 5:07:56.059000000 PM,-0.0078125
11/27/2025 5:07:56.101000000 PM,-0.013671875
11/27/2025 5:07:56.144000000 PM,0.033203125
11/27/2025 5:07:56.183000000 PM,0.046875
11/27/2025 5:07:56.225000000 PM,0.0009765625
11/27/2025 5:07:56.267000000 PM,0.021484375
11/27/2025 5:07:56.306000000 PM,0.017578125
11/27/2025 5:07:56.349000000 PM,-0.0078125
11/27/2025 5:07:56.390000000 PM,0.0146484375
11/27/2025 5:07:56.434000000 PM,0.0234375
11/27/2025 5:07:56.478000000 PM,0.0048828125
11/27/2025 5:07:56.517000000 PM,0.0146484375
11/27/2025 5:07:56.559000000 PM,0.033203125
11/27/2025 5:07:56.602000000 PM,0.0078125
11/27/2025 5:07:56.641000000 PM,-0.0009765625
11/27/2025 5:07:56.683000000 PM,-0.001953125
11/27/2025 5:07:56.722000000 PM,0.017578125
11/27/2025 5:07:56.770000000 PM,0.0419921875
11/27/2025 5:07:56.813000000 PM,0.015625
11/27/2025 5:07:56.853000000 PM,0
11/27/2025 5:07:56.895000000 PM,0.001953125
11/27/2025 5:07:56.942000000 PM,0.021484375
11/27/2025 5:07:56.981000000 PM,0.0419921875
11/27/2025 5:07:57.022000000 PM,0.0078125
11/27/2025 5:07:57.063000000 PM,-0.0068359375
11/27/2025 5:07:57.104000000 PM,0.015625
11/27/2025 5:07:57.146000000 PM,0.017578125
11/27/2025 5:07:57.186000000 PM,0.029296875
11/27/2025 5:07:57.227000000 PM,0.0087890625
11/27/2025 5:07:57.269000000 PM,0.0146484375
11/27/2025 5:07:57.308000000 PM,0.015625
11/27/2025 5:07:57.349000000 PM,0.0224609375
11/27/2025 5:07:57.391000000 PM,0.0263671875
11/27/2025 5:07:57.433000000 PM,0.005859375
11/27/2025 5:07:57.475000000 PM,-0.01953125
11/27/2025 5:07:57.514000000 PM,0.0185546875
11/27/2025 5:07:57.556000000 PM,0.021484375
11/27/2025 5:07:57.595000000 PM,0.01953125
11/27/2025 5:07:57.645000000 PM,0.0078125
11/27/2025 5:07:57.688000000 PM,0.0048828125
11/27/2025 5:07:57.729000000 PM,0.0224609375
11/27/2025 5:07:57.770000000 PM,0.0205078125
11/27/2025 5:07:57.813000000 PM,0.0146484375
11/27/2025 5:07:57.854000000 PM,0.0107421875
11/27/2025 5:07:57.897000000 PM,0.0166015625
11/27/2025 5:07:57.941000000 PM,0.017578125
11/27/2025 5:07:57.980000000 PM,0.0205078125
11/27/2025 5:07:58.023000000 PM,0.009765625
11/27/2025 5:07:58.063000000 PM,0.0166015625
11/27/2025 5:07:58.105000000 PM,0.017578125
11/27/2025 5:07:58.147000000 PM,0.01953125
11/27/2025 5:07:58.189000000 PM,0.0126953125
11/27/2025 5:07:58.232000000 PM,0.01171875
11/27/2025 5:07:58.272000000 PM,0.0166015625
11/27/2025 5:07:58.313000000 PM,0.017578125
11/27/2025 5:07:58.355000000 PM,0.0126953125
11/27/2025 5:07:58.396000000 PM,0.0205078125
11/27/2025 5:07:58.437000000 PM,0.021484375
11/27/2025 5:07:58.479000000 PM,0.0126953125
11/27/2025 5:07:58.519000000 PM,0.009765625
11/27/2025 5:07:58.561000000 PM,0.0107421875
11/27/2025 5:07:58.600000000 PM,0.0185546875
11/27/2025 5:07:58.645000000 PM,0.0224609375
11/27/2025 5:07:58.687000000 PM,0.005859375
11/27/2025 5:07:58.728000000 PM,0.0224609375
11/27/2025 5:07:58.770000000 PM,0.017578125
11/27/2025 5:07:58.812000000 PM,0.0146484375
11/27/2025 5:07:58.852000000 PM,0.009765625
11/27/2025 5:07:58.894000000 PM,0.015625
11/27/2025 5:07:58.939000000 PM,0.01171875
11/27/2025 5:07:58.979000000 PM,0.021484375
11/27/2025 5:07:59.021000000 PM,0.0146484375
11/27/2025 5:07:59.061000000 PM,0.0087890625
11/27/2025 5:07:59.103000000 PM,0.021484375
11/27/2025 5:07:59.145000000 PM,0.01171875
11/27/2025 5:07:59.186000000 PM,0.01171875
11/27/2025 5:07:59.227000000 PM,0.0185546875
11/27/2025 5:07:59.267000000 PM,0.0185546875
11/27/2025 5:07:59.311000000 PM,0.0185546875
11/27/2025 5:07:59.353000000 PM,0.0166015625
11/27/2025 5:07:59.392000000 PM,0.01171875
11/27/2025 5:07:59.436000000 PM,0.01953125
11/27/2025 5:07:59.477000000 PM,0.01953125
11/27/2025 5:07:59.518000000 PM,0.013671875
11/27/2025 5:07:59.560000000 PM,0.0146484375
11/27/2025 5:07:59.599000000 PM,0.017578125
11/27/2025 5:07:59.644000000 PM,0.021484375
11/27/2025 5:07:59.686000000 PM,0.00390625
11/27/2025 5:07:59.724000000 PM,0.017578125
11/27/2025 5:07:59.772000000 PM,0.013671875
11/27/2025 5:07:59.828000000 PM,0.01953125
11/27/2025 5:07:59.881000000 PM,0.009765625
11/27/2025 5:07:59.923000000 PM,0.0224609375
11/27/2025 5:07:59.967000000 PM,0.0166015625
11/27/2025 5:08:00.006000000 PM,0.013671875
11/27/2025 5:08:00.048000000 PM,0.0166015625
11/27/2025 5:08:00.089000000 PM,0.013671875
11/27/2025 5:08:00.131000000 PM,0.015625
11/27/2025 5:08:00.173000000 PM,0.0146484375
11/27/2025 5:08:00.214000000 PM,0
11/27/2025 5:08:00.255000000 PM,0.0029296875
11/27/2025 5:08:00.296000000 PM,0.015625
11/27/2025 5:08:00.336000000 PM,0.0107421875
11/27/2025 5:08:00.377000000 PM,0.0009765625
11/27/2025 5:08:00.417000000 PM,0.0078125
11/27/2025 5:08:00.459000000 PM,0.00390625
11/27/2025 5:08:00.500000000 PM,0.001953125
11/27/2025 5:08:00.542000000 PM,0.0166015625
11/27/2025 5:08:00.584000000 PM,0.005859375
11/27/2025 5:08:00.624000000 PM,0.001953125
11/27/2025 5:08:00.668000000 PM,0.0234375
11/27/2025 5:08:00.710000000 PM,0.0107421875
11/27/2025 5:08:00.751000000 PM,-0.0048828125
11/27/2025 5:08:00.792000000 PM,0.009765625
11/27/2025 5:08:00.834000000 PM,0.0205078125
11/27/2025 5:08:00.874000000 PM,-0.0048828125
11/27/2025 5:08:00.916000000 PM,-0.00390625
11/27/2025 5:08:00.955000000 PM,0.0205078125
11/27/2025 5:08:01.000000000 PM,0.0478515625
11/27/2025 5:08:01.043000000 PM,0.0400390625
11/27/2025 5:08:01.084000000 PM,0.0400390625
11/27/2025 5:08:01.126000000 PM,-0.013671875
11/27/2025 5:08:01.173000000 PM,-0.0048828125
11/27/2025 5:08:01.213000000 PM,0.0341796875
11/27/2025 5:08:01.255000000 PM,0.0361328125
11/27/2025 5:08:01.294000000 PM,0.0205078125
11/27/2025 5:08:01.336000000 PM,-0.001953125
11/27/2025 5:08:01.378000000 PM,0.0078125
11/27/2025 5:08:01.418000000 PM,0.0244140625
11/27/2025 5:08:01.462000000 PM,0.0283203125
11/27/2025 5:08:01.503000000 PM,-0.0009765625
11/27/2025 5:08:01.544000000 PM,0.0185546875
11/27/2025 5:08:01.586000000 PM,0.0224609375
11/27/2025 5:08:01.624000000 PM,0.0146484375
11/27/2025 5:08:01.669000000 PM,0.017578125
11/27/2025 5:08:01.709000000 PM,0.0224609375
11/27/2025 5:08:01.750000000 PM,0.01171875
11/27/2025 5:08:01.794000000 PM,0.0205078125
11/27/2025 5:08:01.832000000 PM,0.0185546875
11/27/2025 5:08:01.875000000 PM,0.0185546875
11/27/2025 5:08:01.921000000 PM,0.0185546875
11/27/2025 5:08:01.960000000 PM,0.0068359375
11/27/2025 5:08:02.003000000 PM,0.017578125
11/27/2025 5:08:02.042000000 PM,0.025390625
11/27/2025 5:08:02.084000000 PM,0.00390625
11/27/2025 5:08:02.128000000 PM,0.017578125
11/27/2025 5:08:02.167000000 PM,0.017578125
11/27/2025 5:08:02.212000000 PM,0.01171875
11/27/2025 5:08:02.253000000 PM,0.0146484375
11/27/2025 5:08:02.293000000 PM,0.0234375
11/27/2025 5:08:02.335000000 PM,0.0107421875
11/27/2025 5:08:02.374000000 PM,0.0244140625
11/27/2025 5:08:02.416000000 PM,0.017578125
11/27/2025 5:08:02.460000000 PM,0.0009765625
11/27/2025 5:08:02.498000000 PM,0.013671875
11/27/2025 5:08:02.540000000 PM,0.0068359375
11/27/2025 5:08:02.584000000 PM,0.03125
11/27/2025 5:08:02.623000000 PM,0.01171875
11/27/2025 5:08:02.665000000 PM,0.01171875
11/27/2025 5:08:02.707000000 PM,0.0087890625
11/27/2025 5:08:02.746000000 PM,0.017578125
11/27/2025 5:08:02.791000000 PM,0.01953125
11/27/2025 5:08:02.832000000 PM,0.0185546875
11/27/2025 5:08:02.871000000 PM,0.0087890625
11/27/2025 5:08:02.915000000 PM,0.017578125
11/27/2025 5:08:02.954000000 PM,0.0224609375
11/27/2025 5:08:02.997000000 PM,0.0146484375
11/27/2025 5:08:03.040000000 PM,0.013671875
11/27/2025 5:08:03.079000000 PM,0.0166015625
11/27/2025 5:08:03.122000000 PM,0.01171875
11/27/2025 5:08:03.164000000 PM,0.0146484375
11/27/2025 5:08:03.202000000 PM,0.0185546875
11/27/2025 5:08:03.247000000 PM,0.0126953125
11/27/2025 5:08:03.287000000 PM,0.01953125
11/27/2025 5:08:03.328000000 PM,0.0048828125
11/27/2025 5:08:03.371000000 PM,0.0224609375
11/27/2025 5:08:03.409000000 PM,0.0185546875
11/27/2025 5:08:03.451000000 PM,0.0146484375
11/27/2025 5:08:03.492000000 PM,0.021484375
11/27/2025 5:08:03.531000000 PM,0.0146484375
11/27/2025 5:08:03.572000000 PM,0.0166015625
11/27/2025 5:08:03.612000000 PM,0.013671875
11/27/2025 5:08:03.654000000 PM,0.017578125
11/27/2025 5:08:03.699000000 PM,0.017578125
11/27/2025 5:08:03.738000000 PM,0.013671875
11/27/2025 5:08:03.780000000 PM,0.0166015625
11/27/2025 5:08:03.822000000 PM,0.0224609375
11/27/2025 5:08:03.861000000 PM,0.017578125
11/27/2025 5:08:03.904000000 PM,0.0146484375
11/27/2025 5:08:03.943000000 PM,0.017578125
11/27/2025 5:08:03.985000000 PM,0.01171875
11/27/2025 5:08:04.032000000 PM,0.0205078125
11/27/2025 5:08:04.070000000 PM,0.013671875
11/27/2025 5:08:04.111000000 PM,0.01953125
11/27/2025 5:08:04.153000000 PM,0.0146484375
11/27/2025 5:08:04.191000000 PM,0.0185546875
11/27/2025 5:08:04.234000000 PM,0.0224609375
11/27/2025 5:08:04.282000000 PM,0.01953125
11/27/2025 5:08:04.325000000 PM,0.0166015625
11/27/2025 5:08:04.368000000 PM,0.015625
11/27/2025 5:08:04.408000000 PM,0.015625
11/27/2025 5:08:04.449000000 PM,0.0224609375
11/27/2025 5:08:04.491000000 PM,0.0126953125
11/27/2025 5:08:04.530000000 PM,0.0068359375
11/27/2025 5:08:04.572000000 PM,0.0107421875
11/27/2025 5:08:04.612000000 PM,0.0205078125
11/27/2025 5:08:04.653000000 PM,0.0146484375
11/27/2025 5:08:04.695000000 PM,0.0185546875
11/27/2025 5:08:04.734000000 PM,0.0205078125
11/27/2025 5:08:04.775000000 PM,0.0048828125
11/27/2025 5:08:04.818000000 PM,0.0234375
11/27/2025 5:08:04.856000000 PM,0.0205078125
11/27/2025 5:08:04.904000000 PM,0.013671875
11/27/2025 5:08:04.957000000 PM,0.0146484375
11/27/2025 5:08:05.003000000 PM,0.01953125
11/27/2025 5:08:05.047000000 PM,0.0107421875
11/27/2025 5:08:05.086000000 PM,0.0107421875
11/27/2025 5:08:05.128000000 PM,0.013671875
11/27/2025 5:08:05.171000000 PM,0.021484375
11/27/2025 5:08:05.209000000 PM,0.01953125
11/27/2025 5:08:05.253000000 PM,0.0048828125
11/27/2025 5:08:05.292000000 PM,0.017578125
11/27/2025 5:08:05.333000000 PM,0.0146484375
11/27/2025 5:08:05.376000000 PM,0.0185546875
11/27/2025 5:08:05.415000000 PM,0.0068359375
11/27/2025 5:08:05.457000000 PM,0.017578125
11/27/2025 5:08:05.506000000 PM,0.0126953125
11/27/2025 5:08:05.546000000 PM,0.013671875
11/27/2025 5:08:05.589000000 PM,0.015625
11/27/2025 5:08:05.631000000 PM,0.0166015625
11/27/2025 5:08:05.670000000 PM,0.01171875
11/27/2025 5:08:05.711000000 PM,0.0166015625
11/27/2025 5:08:05.750000000 PM,0.0126953125
