date,ax_vibration_ms2.value
11/27/2025 4:49:52.228000000 PM,0.12449848632812499
11/27/2025 4:49:52.273000000 PM,0.17238251953125
11/27/2025 4:49:52.314000000 PM,0.06703764648437499
11/27/2025 4:49:52.353000000 PM,0.143652099609375
11/27/2025 4:49:52.396000000 PM,0.21068974609375
11/27/2025 4:49:52.434000000 PM,0.09576806640624999
11/27/2025 4:49:52.477000000 PM,0.01915361328125
11/27/2025 4:49:52.518000000 PM,-0.0383072265625
11/27/2025 4:49:52.560000000 PM,0.076614453125
11/27/2025 4:49:52.621000000 PM,0.1149216796875
11/27/2025 4:49:52.676000000 PM,0.143652099609375
11/27/2025 4:49:52.732000000 PM,0.1149216796875
11/27/2025 4:49:52.775000000 PM,0.0383072265625
11/27/2025 4:49:52.818000000 PM,0.028730419921875
11/27/2025 4:49:52.856000000 PM,0.181959326171875
11/27/2025 4:49:52.897000000 PM,0.105344873046875
11/27/2025 4:49:52.941000000 PM,0.047884033203124995
11/27/2025 4:49:52.979000000 PM,0.17238251953125
11/27/2025 4:49:53.020000000 PM,0.17238251953125
11/27/2025 4:49:53.062000000 PM,0.13407529296874998
11/27/2025 4:49:53.100000000 PM,0.047884033203124995
11/27/2025 4:49:53.143000000 PM,0.0383072265625
11/27/2025 4:49:53.181000000 PM,0.13407529296874998
11/27/2025 4:49:53.223000000 PM,0.086191259765625
11/27/2025 4:49:53.266000000 PM,0.05746083984375
11/27/2025 4:49:53.305000000 PM,0.105344873046875
11/27/2025 4:49:53.346000000 PM,0.239420166015625
11/27/2025 4:49:53.394000000 PM,-0.0383072265625
11/27/2025 4:49:53.432000000 PM,0.105344873046875
11/27/2025 4:49:53.474000000 PM,0.26815058593749996
11/27/2025 4:49:53.513000000 PM,0.12449848632812499
11/27/2025 4:49:53.555000000 PM,0
11/27/2025 4:49:53.598000000 PM,0.1149216796875
11/27/2025 4:49:53.636000000 PM,0.12449848632812499
11/27/2025 4:49:53.678000000 PM,0.1149216796875
11/27/2025 4:49:53.718000000 PM,0.09576806640624999
11/27/2025 4:49:53.760000000 PM,0.1149216796875
11/27/2025 4:49:53.802000000 PM,0.06703764648437499
11/27/2025 4:49:53.842000000 PM,0.1149216796875
11/27/2025 4:49:53.883000000 PM,0.17238251953125
11/27/2025 4:49:53.927000000 PM,0.181959326171875
11/27/2025 4:49:53.967000000 PM,0.06703764648437499
11/27/2025 4:49:54.008000000 PM,0.01915361328125
11/27/2025 4:49:54.047000000 PM,0.1149216796875
11/27/2025 4:49:54.088000000 PM,0.181959326171875
11/27/2025 4:49:54.129000000 PM,0.16280571289062498
11/27/2025 4:49:54.170000000 PM,0.1149216796875
11/27/2025 4:49:54.211000000 PM,0.047884033203124995
11/27/2025 4:49:54.252000000 PM,0
11/27/2025 4:49:54.292000000 PM,0.13407529296874998
11/27/2025 4:49:54.333000000 PM,0.16280571289062498
11/27/2025 4:49:54.372000000 PM,0.047884033203124995
11/27/2025 4:49:54.413000000 PM,0.181959326171875
11/27/2025 4:49:54.455000000 PM,0.15322890625
11/27/2025 4:49:54.495000000 PM,0.086191259765625
11/27/2025 4:49:54.536000000 PM,0.17238251953125
11/27/2025 4:49:54.574000000 PM,0.296881005859375
11/27/2025 4:49:54.616000000 PM,0.028730419921875
11/27/2025 4:49:54.657000000 PM,-0.1149216796875
11/27/2025 4:49:54.695000000 PM,0.086191259765625
11/27/2025 4:49:54.737000000 PM,0.28730419921875
11/27/2025 4:49:54.780000000 PM,0.12449848632812499
11/27/2025 4:49:54.818000000 PM,0.06703764648437499
11/27/2025 4:49:54.864000000 PM,0.01915361328125
11/27/2025 4:49:54.902000000 PM,0.047884033203124995
11/27/2025 4:49:54.947000000 PM,0.229843359375
11/27/2025 4:49:54.988000000 PM,0.028730419921875
11/27/2025 4:49:55.027000000 PM,0.076614453125
11/27/2025 4:49:55.070000000 PM,0.076614453125
11/27/2025 4:49:55.111000000 PM,0.009576806640625
11/27/2025 4:49:55.150000000 PM,0.143652099609375
11/27/2025 4:49:55.191000000 PM,0.105344873046875
11/27/2025 4:49:55.230000000 PM,0.16280571289062498
11/27/2025 4:49:55.271000000 PM,0.105344873046875
11/27/2025 4:49:55.313000000 PM,0.201112939453125
11/27/2025 4:49:55.352000000 PM,0.0383072265625
11/27/2025 4:49:55.395000000 PM,0.05746083984375
11/27/2025 4:49:55.436000000 PM,0.201112939453125
11/27/2025 4:49:55.474000000 PM,0.12449848632812499
11/27/2025 4:49:55.521000000 PM,0.0383072265625
11/27/2025 4:49:55.560000000 PM,0.16280571289062498
11/27/2025 4:49:55.601000000 PM,0.13407529296874998
11/27/2025 4:49:55.644000000 PM,0.01915361328125
11/27/2025 4:49:55.684000000 PM,0.36391865234375
11/27/2025 4:49:55.729000000 PM,0.181959326171875
11/27/2025 4:49:55.771000000 PM,0.12449848632812499
11/27/2025 4:49:55.809000000 PM,0.09576806640624999
11/27/2025 4:49:55.851000000 PM,0.105344873046875
11/27/2025 4:49:55.890000000 PM,0.143652099609375
11/27/2025 4:49:55.931000000 PM,0.16280571289062498
11/27/2025 4:49:55.973000000 PM,0.105344873046875
11/27/2025 4:49:56.012000000 PM,0.1149216796875
11/27/2025 4:49:56.058000000 PM,0.12449848632812499
11/27/2025 4:49:56.097000000 PM,0.076614453125
11/27/2025 4:49:56.138000000 PM,0.181959326171875
11/27/2025 4:49:56.181000000 PM,0.076614453125
11/27/2025 4:49:56.220000000 PM,0.06703764648437499
11/27/2025 4:49:56.262000000 PM,0.12449848632812499
11/27/2025 4:49:56.306000000 PM,0.086191259765625
11/27/2025 4:49:56.346000000 PM,0.201112939453125
11/27/2025 4:49:56.388000000 PM,0.13407529296874998
11/27/2025 4:49:56.434000000 PM,0.076614453125
11/27/2025 4:49:56.483000000 PM,0.15322890625
11/27/2025 4:49:56.524000000 PM,0.086191259765625
11/27/2025 4:49:56.562000000 PM,0.13407529296874998
11/27/2025 4:49:56.603000000 PM,0.105344873046875
11/27/2025 4:49:56.647000000 PM,0.105344873046875
11/27/2025 4:49:56.685000000 PM,0.15322890625
11/27/2025 4:49:56.726000000 PM,0.15322890625
11/27/2025 4:49:56.765000000 PM,0.06703764648437499
11/27/2025 4:49:56.807000000 PM,0.13407529296874998
11/27/2025 4:49:56.848000000 PM,0.076614453125
11/27/2025 4:49:56.887000000 PM,0.09576806640624999
