date,az_vibration_ms2.value
11/27/2025 4:49:52.244000000 PM,-1.005564697265625
11/27/2025 4:49:52.283000000 PM,-1.0534487304687499
11/27/2025 4:49:52.324000000 PM,-1.139639990234375
11/27/2025 4:49:52.364000000 PM,-1.0726023437499999
11/27/2025 4:49:52.407000000 PM,-1.0438719238281249
11/27/2025 4:49:52.447000000 PM,-1.1013327636718748
11/27/2025 4:49:52.488000000 PM,-1.0821791503906248
11/27/2025 4:49:52.529000000 PM,-1.0534487304687499
11/27/2025 4:49:52.581000000 PM,-1.0342951171875
11/27/2025 4:49:52.636000000 PM,-1.1109095703125
11/27/2025 4:49:52.692000000 PM,-1.0726023437499999
11/27/2025 4:49:52.746000000 PM,-1.0438719238281249
11/27/2025 4:49:52.786000000 PM,-1.13006318359375
11/27/2025 4:49:52.828000000 PM,-0.9864110839843749
11/27/2025 4:49:52.870000000 PM,-1.0438719238281249
11/27/2025 4:49:52.908000000 PM,-1.1109095703125
11/27/2025 4:49:52.951000000 PM,-1.1013327636718748
11/27/2025 4:49:52.990000000 PM,-1.1013327636718748
11/27/2025 4:49:53.031000000 PM,-1.0342951171875
11/27/2025 4:49:53.073000000 PM,-1.1013327636718748
11/27/2025 4:49:53.111000000 PM,-1.16837041015625
11/27/2025 4:49:53.153000000 PM,-1.024718310546875
11/27/2025 4:49:53.195000000 PM,-1.0438719238281249
11/27/2025 4:49:53.234000000 PM,-1.13006318359375
11/27/2025 4:49:53.277000000 PM,-1.0630255371093749
11/27/2025 4:49:53.315000000 PM,-1.1013327636718748
11/27/2025 4:49:53.357000000 PM,-1.139639990234375
11/27/2025 4:49:53.404000000 PM,-1.16837041015625
11/27/2025 4:49:53.443000000 PM,-1.0917559570312498
11/27/2025 4:49:53.485000000 PM,-1.024718310546875
11/27/2025 4:49:53.527000000 PM,-1.0342951171875
11/27/2025 4:49:53.566000000 PM,-1.13006318359375
11/27/2025 4:49:53.609000000 PM,-1.139639990234375
11/27/2025 4:49:53.647000000 PM,-0.9864110839843749
11/27/2025 4:49:53.689000000 PM,-1.0821791503906248
11/27/2025 4:49:53.732000000 PM,-1.177947216796875
11/27/2025 4:49:53.771000000 PM,-0.9864110839843749
11/27/2025 4:49:53.813000000 PM,-1.0917559570312498
11/27/2025 4:49:53.855000000 PM,-1.158793603515625
11/27/2025 4:49:53.894000000 PM,-1.005564697265625
11/27/2025 4:49:53.938000000 PM,-1.0342951171875
11/27/2025 4:49:53.977000000 PM,-1.1875240234375
11/27/2025 4:49:54.019000000 PM,-1.120486376953125
11/27/2025 4:49:54.060000000 PM,-1.0438719238281249
